Ticker;Company;Currency;Price;Raw Price;EMA20;EMA50;EMA100;Distance EMA20 %;Distance EMA50 %;1D %;1W %;1M %;3M %;6M %;RSI;52W High;52W High Raw;52W Low Raw;Distance 52W High %;Distance 52W Low %;Volatility 30D %;Beta;Volume Signal;RVOL;Volume Trend 10D;Dividend Yield %;Dividend Rate;Ex Dividend Date;Last Dividend Date;Stop Loss Idea;Market Cap;Market Cap Class;Forward PE;Trailing PE;PEG Ratio;Revenue Growth;Revenue Growth Raw;Earnings Growth;Earnings Growth Raw;Profit Margin;Profit Margin Raw;Debt To Equity;Free Cashflow;Free Cashflow Raw;Operating Cashflow;Operating Cashflow Raw;Fundamental Score;Fundamental Rating;Fundamental Data Points;Fundamental Data Quality;Fundamental Pros;Fundamental Cons;Risk Level;Turnaround Candidate;Early Signal Score;Early Signal Label;Early Signal Details;Score;Rating;Reason;Sector;Industry;Relative Strength 1M;Relative Strength 3M;RS Percentile;RS Rating;Sector Avg 1M %;Market RS 1M;Market RS 3M;Smart Money Score;Smart Money Signal;Smart Money Details;Insider Buys 6M;Insider Sells 6M;Insider Net Value;Institutional %;Short % Float;Short Ratio;Swing Score;Swing Tier
JBL;Jabil Inc.;USD;336.63 USD;336.63;327.66 USD;332.75 USD;323.39 USD;2.74;1.17;-1.35;5.73;1.92;-9.57;42.0;53.47;385.63 USD;385.63;192.39;-12.71;74.98;3.53;1.304;LOW;0.58;-5.56;0.1%;0.32 USD;14.08.2026;15.05.2026;326.09 USD;35274477568.0;Large Cap;20.1;42.18;0.82;11.8%;0.12;27.6%;0.28;2.57%;0.03;297.14;1.21 Mrd.;1211624960.0;1.86 Mrd.;1856999936.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Dividende vorhanden;Verschuldung hoch;LOW RISK;NO;6;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben | RSI erholt sich aus überverkaufter Zone | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;7;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, Early: EARLY SIGNAL, fundamental solide;TECHNOLOGY;Electronic Components;0.67;-12.16;54.9;🟡 Durchschnittlich;1.25;-0.47;-15.18;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;97.69;3.71;1.99;56.0;🔵 Solide
GNL;Global Net Lease, Inc.;USD;9.25 USD;9.25;8.93 USD;8.97 USD;8.95 USD;3.55;3.14;0.22;6.94;4.17;4.63;1.88;60.99;9.56 USD;9.56;6.79;-3.24;36.19;1.89;1.005;HIGH;1.92;13.54;8.22%;0.76 USD;13.07.2026;13.07.2026;8.79 USD;1951103360.0;Small Cap;-71.15;-;-;-10.0%;-0.1;-;-;-2.94%;-0.03;161.7;366.12 Mio.;366119616.0;218.39 Mio.;218387008.0;1;WEAK;5;OK;Free Cashflow positiv | Dividende vorhanden;Umsatzwachstum negativ | Negative Gewinnmarge;LOW RISK;NO;3;MÖGLICHES SIGNAL;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA20-Squeeze / Kurs nähert sich von unten;7;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, hohes Volumen, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;REAL ESTATE;REIT - Diversified;4.91;5.33;85.0;🟢 Top-Performer im Sektor;-0.74;1.78;-0.98;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;76.17;0.01;0.0;56.0;🔵 Solide
BIIB;Biogen Inc.;USD;207.13 USD;207.13;204.83 USD;201.62 USD;196.2 USD;1.12;2.73;-0.39;2.63;4.01;8.63;15.14;53.25;216.63 USD;216.63;128.0;-4.39;61.82;2.8;0.162;LOW;0.55;-4.81;0.0%;-;-;-;197.59 USD;30604285952.0;Large Cap;12.48;36.79;5.01;3.4%;0.03;-84.8%;-0.85;8.32%;0.08;44.33;1.27 Mrd.;1266987520.0;2.88 Mrd.;2878799872.0;4;MIXED;8;OK;Forward KGV im gesunden Bereich | Umsatzwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat;PEG Ratio hoch | Gewinnwachstum negativ;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, Early: MÖGLICHES SIGNAL;PHARMA;Drug Manufacturers - General;1.81;-2.69;76.5;🔵 Überdurchschnittlich;2.2;1.62;3.02;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;96.74;4.53;3.87;56.0;🔵 Solide
TDW;Tidewater Inc.;USD;89.63 USD;89.63;77.84 USD;75.98 USD;75.07 USD;15.15;17.96;8.2;25.39;22.16;9.68;43.43;66.6;91.12 USD;91.12;47.29;-1.64;89.53;4.54;0.541;NORMAL;1.21;17.43;0.0%;-;-;30.12.2020;74.46 USD;4459651072.0;Mid Cap;14.26;16.82;-;-43.1%;-0.43;-;-;18.34%;0.18;45.45;367.62 Mio.;367619136.0;311.26 Mio.;311260992.0;5;SOLID;6;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;Umsatzwachstum negativ;MEDIUM RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;8;WATCH - OVERBOUGHT;über EMA20, über EMA50, über EMA100, 1M positiv, kurzfristig heiß gelaufen, Early: MÖGLICHES SIGNAL, fundamental solide;ENERGY;Oil & Gas Equipment & Services;12.03;5.32;93.1;🟢 Top-Performer im Sektor;10.13;19.77;4.07;1;🔵 Leicht positiv;hohe institutionelle Beteiligung | erhöhte Shortquote (15.9% Float) -> Squeeze-Kontext | hohe Days-to-Cover (7.0) -> bei Rally schwer eindeckbar;0;0;;113.46;15.88;6.96;55.9;🔵 Solide
QRVO;Qorvo, Inc.;USD;97.0 USD;97.0;92.01 USD;91.46 USD;90.31 USD;5.42;6.05;-2.1;8.39;13.03;9.06;24.18;61.26;108.23 USD;108.23;76.02;-10.38;27.59;2.32;1.449;NORMAL;1.0;3.65;0.0%;-;-;-;89.63 USD;8556705792.0;Mid Cap;12.18;22.5;0.91;-4.2%;-0.04;255.6%;2.56;10.95%;0.11;44.62;476.14 Mio.;476142016.0;765.18 Mio.;765179008.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;Umsatzwachstum negativ;LOW RISK;NO;2;-;EMA50 dreht nach oben | Mögliche Bodenbildung nahe 52W-Tief;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;SEMICONDUCTOR;Semiconductors;21.87;12.47;93.0;🟢 Top-Performer im Sektor;-8.84;10.64;3.45;0;⚪ Nicht geprüft;-;0;0;;;;;55.9;🔵 Solide
ASML;ASML Holding N.V. - New York Re;USD;1733.48 USD;1733.48;1711.92 USD;1704.59 USD;1622.25 USD;1.26;1.69;-0.43;5.54;-3.43;12.36;22.4;51.36;1986.87 USD;1986.87;716.59;-12.75;141.91;3.45;1.365;LOW;0.58;-9.94;0.52%;9.08 USD;28.07.2026;28.07.2026;1670.5 USD;665829638144.0;Mega Cap;29.17;59.16;2.09;21.3%;0.21;28.5%;0.28;30.11%;0.3;9.09;8.44 Mrd.;8437675008.0;11.49 Mrd.;11486900224.0;5;SOLID;8;GOOD;Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;KGV sehr hoch;LOW RISK;NO;5;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben | RSI erholt sich aus überverkaufter Zone;7;STRONG BUY;über EMA20, über EMA50, über EMA100, Early: EARLY SIGNAL, fundamental solide;SEMICONDUCTOR;Semiconductor Equipment & Materials;5.41;15.77;70.4;🔵 Überdurchschnittlich;-8.84;-5.82;6.75;0;⚪ Keine Daten;-;0;0;;19.68;0.33;0.59;55.6;🔵 Solide
SGLN.L;ISHARES PHYSICAL METALS PLC ISH;GBp;6305.56 GBp;6305.56;6028.64 GBp;6095.37 GBp;6262.18 GBp;4.59;3.45;1.07;7.18;8.27;-6.26;-10.65;65.42;7690.0 GBp;7690.0;4784.0;-18.0;31.81;1.49;;LOW;0.65;10.19;0.0%;-;-;-;5973.47 GBp;;UNKNOWN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;UNKNOWN;0;LOW;-;Fundamentaldaten unvollständig;LOW RISK;NO;6;EARLY SIGNAL;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben | Mögliche Bodenbildung nahe 52W-Tief | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;6;BUY;über EMA20, über EMA50, über EMA100, 1M positiv, Early: EARLY SIGNAL, Fundamentaldaten unvollständig;OTHER;-;3.34;-12.49;68.4;🔵 Überdurchschnittlich;4.93;5.88;-11.87;0;⚪ Keine Daten;-;0;0;;;;;55.5;🔵 Solide
FN;Fabrinet;USD;527.07 USD;527.07;503.27 USD;532.32 USD;550.58 USD;4.73;-0.99;-6.28;15.6;11.87;-22.39;7.69;53.11;746.47 USD;746.47;277.04;-29.39;90.25;5.38;1.222;LOW;0.59;-2.49;0.0%;-;-;-;521.67 USD;18884782080.0;Large Cap;30.43;45.24;-;39.3%;0.39;53.3%;0.53;9.94%;0.1;0.19;-79.18 Mio.;-79178376.0;256.85 Mio.;256851008.0;3;MIXED;7;OK;Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Verschuldung moderat;KGV sehr hoch | Free Cashflow negativ;LOW RISK;NO;6;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben | RSI erholt sich aus überverkaufter Zone | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;4;PRE-BREAKOUT;über EMA20, 1M positiv, Early: EARLY SIGNAL;TECHNOLOGY;Electronic Components;10.62;-24.98;78.0;🔵 Überdurchschnittlich;1.25;9.48;-28.0;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;105.59;7.38;1.79;55.4;🔵 Solide
SWK;Stanley Black & Decker, Inc.;USD;102.64 USD;102.64;95.85 USD;89.93 USD;84.95 USD;7.08;14.14;-1.2;4.62;16.35;28.02;33.34;66.72;103.89 USD;103.89;60.08;-1.2;70.83;2.35;1.172;NORMAL;0.75;-4.42;3.27%;3.36 USD;08.09.2026;08.06.2026;88.13 USD;15500347392.0;Large Cap;16.12;25.1;1.39;0.4%;0.0;247.8%;2.48;4.07%;0.04;58.17;1.42 Mrd.;1419049984.0;1.55 Mrd.;1551200000.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;INDUSTRIALS;Tools & Accessories;16.92;35.42;100.0;🟢 Top-Performer im Sektor;-0.57;13.96;22.41;0;⚪ Nicht geprüft;-;0;0;;;;;55.0;🔵 Solide
FCX;Freeport-McMoRan, Inc.;USD;70.51 USD;70.51;64.88 USD;63.67 USD;62.39 USD;8.67;10.74;1.28;10.8;14.89;16.08;17.61;64.86;71.55 USD;71.55;34.96;-1.45;101.66;2.99;1.379;NORMAL;0.83;4.74;0.85%;0.6 USD;15.07.2026;15.07.2026;62.4 USD;98714001408.0;Large Cap;17.25;34.56;6.32;-7.3%;-0.07;28.1%;0.28;11.39%;0.11;32.15;2.16 Mrd.;2159249920.0;5.9 Mrd.;5900000256.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;PEG Ratio hoch | Umsatzwachstum negativ;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;MINING;Copper;0.66;-8.76;100.0;❓ Zu wenig Peers;14.24;12.5;10.47;0;⚪ Nicht geprüft;-;0;0;;;;;55.0;🔵 Solide
SLG;SL Green Realty Corp;USD;55.05 USD;55.05;53.36 USD;50.64 USD;47.91 USD;3.16;8.72;-2.32;1.61;13.09;24.58;26.57;59.1;62.85 USD;62.85;34.32;-12.41;60.42;2.32;1.593;NORMAL;0.73;2.09;4.58%;2.52 USD;30.06.2026;30.06.2026;49.62 USD;4223888640.0;Mid Cap;-43.16;-;1.3;27.3%;0.27;-;-;-16.72%;-0.17;142.56;581.02 Mio.;581023296.0;92.15 Mio.;92152000.0;3;MIXED;6;OK;PEG Ratio attraktiv | Umsatzwachstum positiv | Free Cashflow positiv | Dividende vorhanden;Negative Gewinnmarge;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv;REAL ESTATE;REIT - Office;13.83;25.28;100.0;🟢 Top-Performer im Sektor;-0.74;10.7;18.97;0;⚪ Nicht geprüft;-;0;0;;;;;55.0;🔵 Solide
TVTX;Travere Therapeutics, Inc.;USD;60.89 USD;60.89;57.93 USD;54.28 USD;48.71 USD;5.11;12.19;-0.7;10.75;7.6;36.04;95.85;61.96;62.76 USD;62.76;17.23;-2.98;253.4;2.77;1.042;NORMAL;1.06;20.98;0.0%;-;-;-;53.19 USD;5662338048.0;Mid Cap;11.09;-;-;48.2%;0.48;-;-;-7.35%;-0.07;2515.72;-18.25 Mio.;-18254250.0;92.7 Mio.;92700000.0;2;WEAK;5;OK;Forward KGV im gesunden Bereich | Umsatzwachstum positiv;Negative Gewinnmarge | Free Cashflow negativ | Verschuldung hoch;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;BIOTECH;Biotechnology;8.06;16.26;72.7;🔵 Überdurchschnittlich;-0.46;5.21;30.43;1;🔵 Leicht positiv;hohe institutionelle Beteiligung | erhöhte Shortquote (16.9% Float) -> Squeeze-Kontext;0;0;;110.86;16.9;5.91;54.8;🔵 Solide
CME;CME Group Inc.;USD;263.65 USD;263.65;257.88 USD;257.64 USD;264.57 USD;2.24;2.33;-0.0;-0.95;9.73;-8.09;-6.13;60.15;317.19 USD;317.19;218.58;-16.88;20.62;1.7;0.267;LOW;0.65;1.33;1.97%;5.2 USD;09.09.2026;09.06.2026;252.49 USD;94803066880.0;Large Cap;20.38;22.36;4.62;0.8%;0.01;2.5%;0.03;63.44%;0.63;14.59;2.91 Mrd.;2909012480.0;4.31 Mrd.;4309000192.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;PEG Ratio hoch;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA50 dreht nach oben | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;5;BUY;über EMA20, über EMA50, 1M positiv, Early: MÖGLICHES SIGNAL, fundamental solide;FINANCIALS;Financial Data & Stock Exchanges;7.84;-16.75;87.5;🟢 Top-Performer im Sektor;1.89;7.34;-13.7;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;92.16;1.81;1.47;54.8;🔵 Solide
AMP;Ameriprise Financial, Inc.;USD;557.53 USD;557.53;536.61 USD;508.59 USD;490.66 USD;3.9;9.62;1.01;0.99;10.36;17.67;6.79;69.42;561.03 USD;561.03;427.5;-0.62;30.42;1.65;1.137;LOW;0.63;-3.19;1.22%;6.8 USD;03.08.2026;03.08.2026;498.42 USD;49285656576.0;Large Cap;10.82;13.48;1.77;11.6%;0.12;11.7%;0.12;19.9%;0.2;67.58;2.9 Mrd.;2903124992.0;8.22 Mrd.;8217999872.0;8;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;2;-;EMA50 dreht nach oben | Mögliche Bodenbildung nahe 52W-Tief;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;FINANCIALS;Asset Management;8.47;9.01;89.1;🟢 Top-Performer im Sektor;1.89;7.97;12.06;0;⚪ Nicht geprüft;-;0;0;;;;;54.7;🔵 Solide
BX;Blackstone Inc.;USD;141.66 USD;141.66;130.33 USD;125.18 USD;124.03 USD;8.7;13.16;3.3;5.18;16.26;14.77;2.59;68.51;181.32 USD;181.32;100.16;-21.87;41.43;2.24;1.546;NORMAL;1.01;-0.26;3.69%;5.23 USD;03.08.2026;03.08.2026;122.68 USD;176311091200.0;Large Cap;18.92;31.62;1.62;28.6%;0.29;57.3%;0.57;22.73%;0.23;68.19;-;-;5.6 Mrd.;5597890048.0;6;SOLID;7;GOOD;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;FINANCIALS;Asset Management;14.37;6.11;98.4;🟢 Top-Performer im Sektor;1.89;13.87;9.16;0;⚪ Nicht geprüft;-;0;0;;;;;54.5;🔵 Solide
WELL;Welltower Inc.;USD;235.04 USD;235.04;236.77 USD;229.8 USD;220.7 USD;-0.73;2.28;-0.79;0.83;1.49;8.95;25.65;49.56;252.07 USD;252.07;160.13;-6.76;46.78;1.44;0.763;LOW;0.69;-3.33;1.45%;3.4 USD;12.08.2026;13.05.2026;225.21 USD;169363243008.0;Large Cap;71.77;105.4;3.66;39.1%;0.39;35.6%;0.36;12.15%;0.12;41.38;2.76 Mrd.;2756164352.0;3.19 Mrd.;3186323968.0;5;SOLID;8;GOOD;Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Forward KGV sehr hoch | KGV sehr hoch | PEG Ratio hoch;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben | RSI leichte Erholung;7;STRONG BUY;über EMA50, über EMA100, 1M positiv, Early: MÖGLICHES SIGNAL, fundamental solide;REAL ESTATE;REIT - Healthcare Facilities;2.23;9.65;70.0;🔵 Überdurchschnittlich;-0.74;-0.9;3.34;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;101.21;3.01;5.3;54.5;🔵 Solide
CAMT;Camtek Ltd.;USD;158.1 USD;158.1;148.67 USD;155.23 USD;157.9 USD;6.34;1.85;1.77;13.1;9.95;-21.94;7.9;54.99;207.46 USD;207.46;76.73;-23.79;106.05;5.01;1.586;HIGH;1.83;17.9;0.0%;-;03.04.2024;03.04.2024;152.12 USD;7378238976.0;Mid Cap;33.09;162.99;3.2;2.5%;0.03;-10.0%;-0.1;9.63%;0.1;71.47;-;-;-;-;2;WEAK;7;OK;Umsatzwachstum positiv | Gewinnmarge positiv | Verschuldung moderat;KGV sehr hoch | PEG Ratio hoch | Gewinnwachstum negativ;MEDIUM RISK;NO;5;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;6;BUY;über EMA20, über EMA50, über EMA100, 1M positiv, hohes Volumen, Early: EARLY SIGNAL, Fundamentaldaten schwach;SEMICONDUCTOR;Semiconductor Equipment & Materials;18.79;-18.53;91.5;🟢 Top-Performer im Sektor;-8.84;7.56;-27.55;0;⚪ Keine Daten;-;0;0;;52.14;8.66;4.74;54.5;🔵 Solide
CLX;Clorox Company (The);USD;107.7 USD;107.7;100.3 USD;98.12 USD;98.99 USD;7.38;9.76;2.43;9.61;11.54;19.65;-3.31;68.0;125.58 USD;125.58;86.12;-14.24;25.06;2.16;0.541;NORMAL;1.32;8.42;4.64%;5.0 USD;12.08.2026;22.04.2026;96.16 USD;13024269312.0;Large Cap;16.93;22.39;2.42;-2.0%;-0.02;-50.1%;-0.5;8.73%;0.09;2221.43;110.38 Mio.;110375000.0;612.0 Mio.;612000000.0;3;MIXED;8;OK;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Gewinnmarge positiv | Free Cashflow positiv | Dividende vorhanden;Umsatzwachstum negativ | Gewinnwachstum negativ | Verschuldung hoch;LOW RISK;NO;2;-;EMA50 dreht nach oben | Mögliche Bodenbildung nahe 52W-Tief;7;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv;CONSUMER DEFENSIVE;Household & Personal Products;10.91;16.67;96.2;🟢 Top-Performer im Sektor;0.63;9.15;14.04;0;⚪ Nicht geprüft;-;0;0;;;;;54.4;🔵 Solide
BCE;BCE, Inc.;USD;22.54 USD;22.54;22.05 USD;22.43 USD;22.95 USD;2.21;0.51;-0.92;3.44;5.43;-5.78;-10.6;56.47;25.79 USD;25.79;20.87;-12.59;8.0;1.77;0.595;NORMAL;0.83;29.87;5.46%;1.23 USD;15.06.2026;15.06.2026;21.98 USD;21019131904.0;Large Cap;11.83;4.67;0.22;1.5%;0.01;-3.8%;-0.04;25.89%;0.26;172.78;2.6 Mrd.;2602625024.0;6.79 Mrd.;6785999872.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;Gewinnwachstum negativ;LOW RISK;NO;7;STARKES EARLY SIGNAL;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;5;PRE-BREAKOUT;über EMA20, über EMA50, 1M positiv, Early: STARKES EARLY SIGNAL, fundamental solide;COMMUNICATION;Telecom Services;4.18;-5.6;62.2;🔵 Überdurchschnittlich;1.25;3.04;-11.39;0;⚪ Neutral;hohe Days-to-Cover (6.8) -> bei Rally schwer eindeckbar;0;0;;50.4;2.98;6.77;54.2;🔵 Solide
ELE.MC;ENDESA,S.A.;EUR;41.7 EUR;41.7;40.99 EUR;39.3 EUR;37.43 EUR;1.74;6.09;-0.02;0.29;6.95;15.35;37.24;61.16;42.47 EUR;42.47;24.45;-1.81;70.54;1.41;0.564;LOW;0.16;-7.4;3.79%;1.58 EUR;08.07.2026;08.07.2026;38.52 EUR;42623918080.0;Large Cap;17.52;16.42;4.17;3.5%;0.04;67.8%;0.68;12.44%;0.12;119.73;1.98 Mrd.;1975143936.0;3.97 Mrd.;3967000064.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;PEG Ratio hoch;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;UTILITIES;Utilities - Regulated Electric;11.46;21.27;97.5;🟢 Top-Performer im Sektor;-4.51;4.56;9.74;0;⚪ Nicht geprüft;-;0;0;;;;;54.2;🔵 Solide
APAM;Artisan Partners Asset Manageme;USD;42.2 USD;42.2;40.39 USD;38.62 USD;38.05 USD;4.49;9.26;-0.82;0.21;15.65;13.88;0.41;65.26;44.03 USD;44.03;33.97;-4.15;24.23;2.17;1.653;LOW;0.69;-0.46;8.2%;3.46 USD;17.08.2026;15.05.2026;37.85 USD;2996049408.0;Mid Cap;10.49;10.12;-;8.9%;0.09;18.3%;0.18;24.08%;0.24;57.11;291.22 Mio.;291218624.0;260.73 Mio.;260730000.0;7;VERY SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;FINANCIALS;Asset Management;13.76;5.22;96.9;🟢 Top-Performer im Sektor;1.89;13.26;8.27;0;⚪ Nicht geprüft;-;0;0;;;;;54.1;🔵 Solide
AMR;Alpha Metallurgical Resources, ;USD;153.81 USD;153.81;148.43 USD;160.04 USD;171.34 USD;3.62;-3.9;1.22;11.13;4.85;-21.99;-26.69;53.13;249.65 USD;249.65;135.9;-38.39;13.18;2.54;0.613;NORMAL;0.82;2.69;0.0%;-;30.11.2023;30.11.2023;156.84 USD;1950163840.0;Small Cap;6.08;-;-;-10.4%;-0.1;-;-;-2.23%;-0.02;0.76;52.46 Mio.;52462248.0;138.42 Mio.;138424000.0;3;MIXED;5;OK;Forward KGV im gesunden Bereich | Free Cashflow positiv | Verschuldung moderat;Umsatzwachstum negativ | Negative Gewinnmarge;LOW RISK;NO;7;STARKES EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;4;PRE-BREAKOUT;über EMA20, 1M positiv, Early: STARKES EARLY SIGNAL;MATERIALS;Coking Coal;0.11;-10.08;63.6;🔵 Überdurchschnittlich;4.74;2.46;-27.6;1;🔵 Leicht positiv;hohe institutionelle Beteiligung | erhöhte Shortquote (19.0% Float) -> Squeeze-Kontext | hohe Days-to-Cover (6.8) -> bei Rally schwer eindeckbar;0;0;;94.06;19.0;6.75;54.1;🔵 Solide
EMR;Emerson Electric Company;USD;158.71 USD;158.71;150.48 USD;145.53 USD;142.9 USD;5.47;9.05;0.28;2.49;14.28;7.68;8.85;64.44;162.47 USD;162.47;122.75;-2.31;29.3;1.98;1.235;NORMAL;1.12;6.59;1.4%;2.22 USD;14.08.2026;15.05.2026;142.62 USD;88893472768.0;Large Cap;21.94;34.58;1.84;7.0%;0.07;23.0%;0.23;13.83%;0.14;67.68;3.71 Mrd.;3706249984.0;3.91 Mrd.;3912000000.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA100, 1M positiv, fundamental solide;INDUSTRIALS;Specialty Industrial Machinery;14.85;15.08;96.4;🟢 Top-Performer im Sektor;-0.57;11.89;2.07;0;⚪ Nicht geprüft;-;0;0;;;;;53.9;🔵 Solide
